adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,/AePlQ3osZShJmbNj8tzQ3NoMTQF.jpg,,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",,1013446,tt32263401,"['BE', 'FR', 'IT', 'LU']",fr,Reflet dans un diamant mort,"When the mysterious woman in the room next door disappears, a debonair 70-year-old ex-spy living in a luxury hotel on the Côte d'Azur is confronted by the demons and darlings of a lurid past in which moviemaking, memories and madness collide.",30.5782,/5CdRxBu7jRDHjthkAL8vE0GdKUD.jpg,"[{'id': 141829, 'logo_path': '/bB8NbAbJGnIQGGRxcO0pFPZicPX.png', 'name': 'Kozak Films', 'origin_country': 'BE'}, {'id': 72130, 'logo_path': '/2aZx0CKefgtSJEwU5TBLX7oXwyR.png', 'name': 'Les Films Fauves', 'origin_country': 'LU'}, {'id': 252846, 'logo_path': '/n18Idu6TusowfB1ihJ00vL0bar1.png', 'name': 'Dandy Projects', 'origin_country': 'IT'}, {'id': 24439, 'logo_path': '/1E8Va7pgnmenV70m4U4MqHRLQiL.png', 'name': 'Tobina Film', 'origin_country': 'FR'}, {'id': 7115, 'logo_path': '/o2EG4i2JfK1o3EaXuaBKXo1PDlz.png', 'name': 'Savage Film', 'origin_country': 'BE'}, {'id': 51400, 'logo_path': '/iQ8u1H9KzFf3i2phgx5q8Yo7F8R.png', 'name': 'To Be Continued', 'origin_country': 'FR'}, {'id': 11997, 'logo_path': '/jh15xr7Y10ZrgY1BwE3LGwcseu7.png', 'name': 'BNP Paribas Fortis', 'origin_country': 'BE'}, {'id': 792, 'logo_path': '/cRhBQP1FFNugNxKkO1pUgeD2Rkr.png', 'name': 'RTBF', 'origin_country': 'BE'}, {'id': 94, 'logo_path': '/huC7HqorvUThGIrENrbcHmQVUA0.png', 'name': 'ARTE France Cinéma', 'origin_country': 'FR'}, {'id': 119267, 'logo_path': '/b9Gw1Oz0d7rdxmpbJPQC0zQpmxw.png', 'name': 'VOO & Be tv', 'origin_country': 'BE'}, {'id': 92187, 'logo_path': '/yrAyYme1zlZtHuhlWS3DlFAj762.png', 'name': 'Proximus', 'origin_country': 'BE'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'LU', 'name': 'Luxembourg'}]",2025-06-25,0,87,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Reflection in a Dead Diamond,False,6.136,59
False,/s94NjfKkcSczZ1FembwmQZwsuwY.jpg,,200000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",https://www.marvel.com/movies/the-fantastic-four-first-steps,617126,tt10676052,['US'],en,The Fantastic 4: First Steps,"Against the vibrant backdrop of a 1960s-inspired, retro-futuristic world, Marvel's First Family is forced to balance their roles as heroes with the strength of their family bond, while defending Earth from a ravenous space god called Galactus and his enigmatic Herald, Silver Surfer.",34.4981,/2iZ0pypKSnSvwtj1u7Bth3xm6ru.jpg,"[{'id': 420, 'logo_path': '/hUzeosd33nzE5MCNsZxCGEKTXaQ.png', 'name': 'Marvel Studios', 'origin_country': 'US'}, {'id': 176762, 'logo_path': None, 'name': 'Kevin Feige Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2025-07-23,521858728,115,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Uzbek', 'iso_639_1': 'uz', 'name': 'ozbek'}]",Released,Welcome to the family.,The Fantastic 4: First Steps,False,6.982,2907
False,,,0,"[{'id': 99, 'name': 'Documentary'}]",,1495435,tt33079847,['IT'],it,Ultimo film,,36.867,,"[{'id': 187197, 'logo_path': None, 'name': 'Mediterraneo Cinematografica', 'origin_country': 'IT'}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",2023-10-09,0,0,"[{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Ultimo film,False,0.0,0
False,/novE5UrqfLIFEMe5QBnjm18GG4E.jpg,,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,1512623,tt37268550,['US'],en,Risqué,"Fired from a strip club, a vengeful dancer masterminds a high-stakes heist with fellow strippers to take down the corrupt boss and the men who underestimate them.",31.2412,/h6OsRrDwbspLnKMvlFl57QFDP7d.jpg,"[{'id': 177095, 'logo_path': '/nfwWCvMNaK687bjyM7un8p7ilz0.png', 'name': 'SP Media Group', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2025-08-01,0,91,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Risqué,False,7.368,53
False,/6WqqEjiycNvDLjbEClM1zCwIbDD.jpg,"{'id': 1565, 'name': '28 Days/Weeks/Years Later Collection', 'poster_path': '/2DMKMinwjGb45rC2nA4nr1JsT37.jpg', 'backdrop_path': '/liImaqVpPGo3ddLWkJPeJxvaqCI.jpg'}",60000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",https://28yearslater.movie,1100988,tt10548174,['GB'],en,28 Years Later,"Twenty-eight years after the Rage virus outbreak, Britain remains sealed off from the world. A fortified island community survives in isolation—until a young boy’s journey to the mainland reveals how both the infected and the survivors have evolved.",30.991,/n5FygjEppOvac6yEaowi26nTyw3.jpg,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 284, 'logo_path': '/6a26if3IKy7mlrQuGHHVp6ufQtF.png', 'name': 'DNA Films', 'origin_country': 'GB'}, {'id': 8286, 'logo_path': None, 'name': 'Decibel Films', 'origin_country': 'GB'}, {'id': 22213, 'logo_path': '/qx9K6bFWJupwde0xQDwOvXkOaL8.png', 'name': 'TSG Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2025-06-18,151308832,115,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Swedish', 'iso_639_1': 'sv', 'name': 'svenska'}]",Released,In 28 days it began. In 28 weeks it spread. In 28 years it evolved.,28 Years Later,False,6.616,2131
False,/w57nxiBIODAYHLRs1xmrCY9zEFe.jpg,"{'id': 1516488, 'name': 'Kantara Collection', 'poster_path': None, 'backdrop_path': None}",14000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,1083637,tt26439764,['IN'],kn,ಕಾಂತಾರ: ಅಧ್ಯಾಯ - ೧,"During the Kadamba reign, King Vijayendra, the ruler of the fictional feudatory land of Bangra, meets his final fate while venturing into the mystical forest of Kantara. Witnessing this, his son Rajashekara seals the borders of their realm. Later, Prince Kulashekara reopens them through a brutal massacre. The protagonist, Berme, in search of prosperity, crosses the divide and ignites a conflict of faith, power, and destiny between the Kingdom and Nature.",31.9735,/ehQPboTPaIMkMUOoNOh8e7pZ5Rp.jpg,"[{'id': 111627, 'logo_path': '/ldpgYauK9FMNsbOSSxSSl63o3mb.png', 'name': 'Hombale Films', 'origin_country': 'IN'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2025-10-01,91000000,165,"[{'english_name': 'Kannada', 'iso_639_1': 'kn', 'name': '?????'}]",Released,,Kantara - A Legend: Chapter 1,False,7.017,58
False,/y6MgDckBAzPfvRDCR093UNaWItQ.jpg,,0,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,1366745,tt33728446,['AR'],es,Papá x dos,"Santiago decides to start a family with his girlfriend Ana, even though she is pregnant with her ex, Pancho's. However, the real challenge will come when Pancho unexpectedly returns from Miami to get involved in the pregnancy, unleashing a series of comical and chaotic situations in his home.",30.7006,/yd1FqtFNV7ubC1PvnwN6Qfl0hkB.jpg,"[{'id': 109712, 'logo_path': '/l1XjfRttv9zh9WWCzDrIL9QvVXk.png', 'name': 'FAM Contenidos', 'origin_country': 'AR'}, {'id': 240887, 'logo_path': None, 'name': 'MaLuLe Entertainment', 'origin_country': 'US'}, {'id': 240888, 'logo_path': None, 'name': 'Heaven Entertaiment', 'origin_country': ''}, {'id': 240889, 'logo_path': None, 'name': 'BF Films', 'origin_country': ''}]","[{'iso_3166_1': 'AR', 'name': 'Argentina'}]",2025-09-18,0,104,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,Papá x dos,False,4.2,10
False,/sBEM8U5l7jq0BH7XiC7Zzs4d8e2.jpg,,10720500,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,1238188,tt31101921,['ES'],es,El cautivo,"In 1575, the young soldier Miguel de Cervantes is captured on the high seas by Barbary pirates and taken to Algiers as a hostage. Aware that a cruel death awaits him if his family does not pay his ransom soon, he finds refuge in his passion for storytelling.",32.8606,/6gUyPK9IlDW00eBzy7Um7xvXHmS.jpg,"[{'id': 784, 'logo_path': None, 'name': 'Himenóptero', 'origin_country': 'ES'}, {'id': 116141, 'logo_path': '/hfBsDBT09B9yPdxLhjbhkQmXsY1.png', 'name': 'Misent Producciones', 'origin_country': 'ES'}, {'id': 119360, 'logo_path': '/bedAqJ7D1WBIewOTA0kbS14rdKD.png', 'name': 'Propaganda Italia', 'origin_country': 'IT'}, {'id': 5444, 'logo_path': '/xrpAU7lNpwoZXuNXtafp7p4hi5.png', 'name': 'Mod Producciones', 'origin_country': 'ES'}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",2025-09-12,0,134,"[{'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,The author of Don Quixote left an incredible story untold. His own.,The Captive,False,6.929,35
False,/fzo85eKFEjfmJ781gubJQjpQAwF.jpg,"{'id': 1370659, 'name': 'Border Collection', 'poster_path': None, 'backdrop_path': None}",33000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,1213898,tt30387012,['IN'],hi,बॉर्डर २,"During the events of the 1971 Indo-Pak war, a new generation of young Indian warriors were getting ready to defend the nation from an even bigger threat to the Indian motherland.",34.2019,/AmrCgmDPEJ6QxllS1rhjYwgO9Wb.jpg,"[{'id': 3522, 'logo_path': '/d3u51JgEP5KwPfxS13ocqvtzZeX.png', 'name': 'T-Series', 'origin_country': 'IN'}, {'id': 107387, 'logo_path': None, 'name': 'J.P. Films', 'origin_country': ''}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2026-01-23,21000000,199,"[{'english_name': 'Hindi', 'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Border 2,False,7.7,5
False,/79PNOxNXSe5e0bhEj11QJPlsdCN.jpg,"{'id': 1458864, 'name': 'How to Train Your Dragon (Live-Action) Collection', 'poster_path': '/5uiXWKH2dcWcQDP2GVFLGTmcGRp.jpg', 'backdrop_path': '/eKpWn8DwS6xpAKs4eLb4PmrXnhk.jpg'}",150000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",https://www.welcometoberk.com,1087192,tt26743210,['US'],en,How to Train Your Dragon,"On the rugged isle of Berk, where Vikings and dragons have been bitter enemies for generations, Hiccup stands apart, defying centuries of tradition when he befriends Toothless, a feared Night Fury dragon. Their unlikely bond reveals the true nature of dragons, challenging the very foundations of Viking society.",33.423,/53dsJ3oEnBhTBVMigWJ9tkA5bzJ.jpg,"[{'id': 521, 'logo_path': '/3BPX5VGBov8SDqTV7wC1L1xShAS.png', 'name': 'DreamWorks Animation', 'origin_country': 'US'}, {'id': 2527, 'logo_path': '/mNSqvPrlkAcdQlEZ3Ttmx75Z8Xw.png', 'name': 'Marc Platt Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2025-06-06,636351148,125,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The legend is real.,How to Train Your Dragon,False,7.952,2530
False,/4IB1h88hurwGtX9cdxXmgNImNtW.jpg,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",,1215106,tt35020020,['TH'],th,หมู่บ้านโคกะโหลก,"A wave of chilling serial murders emerges, marked by the gruesome decay of male victims' secret part. As the police investigate, they confront eerie local myths and dark secrets.",30.7847,/jt31qZw5W1RFXfGyTJCpgjvq2h1.jpg,"[{'id': 7924, 'logo_path': '/1KG5lcXO8GZ2F6SshuMYw1Yf4vX.png', 'name': 'M Studio', 'origin_country': 'TH'}, {'id': 134975, 'logo_path': None, 'name': 'Film Guru', 'origin_country': 'TH'}, {'id': 5562, 'logo_path': None, 'name': 'Mono Film', 'origin_country': 'TH'}]","[{'iso_3166_1': 'TH', 'name': 'Thailand'}]",2025-11-06,0,99,"[{'english_name': 'Thai', 'iso_639_1': 'th', 'name': 'ภาษาไทย'}]",Released,The legend awakens. terrifying. ridiculous. unstoppable.,Ko Ga Loak Village,False,3.8,5
False,,,0,"[{'id': 18, 'name': 'Drama'}]",,1261442,tt0007636,['US'],en,American Methods,"William Armstrong, an American whose family is from France, inherits an iron mine in France. With his sister Betty, he travels to France to take over the business. In the village near the mine lives Claire, the daughter of a wealthy family, who is engaged to the scheming Duc de Bligny. When Claire's family loses all their money, the Duc dumps her for the daughter of a wealthy manufacturer. Armstrong and his sister find themselves caught up in this intrigue, which becomes more complicated when Armstrong falls for Claire.",34.8718,/3Qci5xPlxDp9UoGraSzDg8xurOA.jpg,"[{'id': 5488, 'logo_path': '/3O2mAL8Z32SbKtQK7h9ePZjtzSu.png', 'name': 'Fox Film Corporation', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1917-04-30,0,60,"[{'english_name': 'No Language', 'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,American Methods,False,1.0,1
False,/nBKrBDxNx10SuAKPLRtBXoRku5y.jpg,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",,1359607,tt36592985,['JP'],ja,小林さんちのメイドラゴン さみしがりやの竜,"Miss Kobayashi, Tohru, Kanna, and Iruru's peaceful lives are shattered when Kanna's father, Kimun Kamui, leader of the Chaos Forces, arrives and forces her to return to the Dragon World to fix a past mistake. With a war brewing between Chaos and Harmony, Kanna must find a way to unite the two worlds but is torn between her loyalty to her friends and her father's demands. Miss Kobayashi, however, refuses to let her go and tries to mend Kanna and Kamui's broken bond. As dragons clash, Iruru uncovers a hidden force manipulating the war. Can they stop the war before it consumes both worlds?",32.4068,/kN0V877loq6kkDybVbi3KcrjwgE.jpg,"[{'id': 5438, 'logo_path': '/leZ8GPCL0GneHHayPVnXtB3p0We.png', 'name': 'Kyoto Animation', 'origin_country': 'JP'}, {'id': 9148, 'logo_path': '/rtW3NadfF4kR5mTW00ahiFxw6k7.png', 'name': 'Pony Canyon', 'origin_country': 'JP'}, {'id': 86839, 'logo_path': '/cnOJAkVVmKZLIzmgw4fRRZ2dctT.png', 'name': 'ABC Animation', 'origin_country': 'JP'}, {'id': 173133, 'logo_path': '/pB59XO7veWGZjzK4MLGKWxYecD.png', 'name': 'Bandai Namco Music Live', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2025-06-27,1067775,105,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Miss Kobayashi's Dragon Maid: A lonely dragon wants to be loved,False,7.556,9
False,/nAVntSurtINQNtYPU7ijgCtgz7W.jpg,,86000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",,13483,tt0211933,['US'],en,Awake,"While undergoing heart surgery, a man experiences a phenomenon called ‘anesthetic awareness’, which leaves him awake but paralyzed throughout the operation. As various obstacles present themselves, his wife must make life-altering decisions while wrestling with her own personal drama.",36.8102,/jIPIxaBcppLLkygko7tV5yuTIs1.jpg,"[{'id': 308, 'logo_path': '/e8F3mQM7DkJ5SfYYDp8FYzPBOGX.png', 'name': 'The Weinstein Company', 'origin_country': 'US'}, {'id': 547, 'logo_path': None, 'name': 'Open City Films', 'origin_country': 'US'}, {'id': 2150, 'logo_path': None, 'name': 'GreeneStreet Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-11-28,14373825,84,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Every year, one in 700 people wake up during surgery.",Awake,False,6.546,1449
False,/bAYEj5QmPKxxEuwhOtDtcaBYdnm.jpg,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",,772462,tt11344566,['MX'],es,Don't Follow Me,"Obsessed with going viral with her videos of ghosts and paranormal events, aspiring influencer Carla moves into a famous haunted building. There, she begins faking ghostly apparitions to gain more followers, unaware that a real evil entity resides in her apartment and will torment her until no one, not even she, can distinguish what's real and what isn't.",30.1523,/wBYicLV0zfdtXweWXcoiou3moNu.jpg,"[{'id': 184311, 'logo_path': '/1SKmlO4xeqgNvbBSjhRD1oEzMor.png', 'name': 'Maligno Gorehouse', 'origin_country': 'MX'}, {'id': 3172, 'logo_path': '/rzKluDcRkIwHZK2pHsiT667A2Kw.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}, {'id': 129999, 'logo_path': '/79Ec5NFHzYtPW5NxATgUwHrZakS.png', 'name': 'Edge Films', 'origin_country': 'MX'}, {'id': 182404, 'logo_path': '/mVtv0azdyGrRJ8sj2wPoXenbF9L.png', 'name': 'Wild Sheep Content', 'origin_country': 'US'}, {'id': 36153, 'logo_path': '/6GG11MRe3j1o9BYbSfYBdYS0ntw.png', 'name': 'Cinépolis Producciones', 'origin_country': 'MX'}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2025-10-30,1015383,83,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Follow. Like. Die.,Don't Follow Me,False,6.474,38
False,/fiRDzpcJe7qz3yIR43hdXIE3NHv.jpg,"{'id': 722971, 'name': 'Knives Out Collection', 'poster_path': '/pkjW3K0UDnwYWDcUR83VzfHNQA4.jpg', 'backdrop_path': '/G7qYINSq5xyDd0I0zn3DpAssA0.jpg'}",210000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}]",https://www.wakeupdeadmanfilm.com/home,812583,tt14364480,['US'],en,Wake Up Dead Man: A Knives Out Mystery,"When young priest Jud Duplenticy is sent to assist charismatic firebrand Monsignor Jefferson Wicks, it’s clear that all is not well in the pews. After a sudden and seemingly impossible murder rocks the town, the lack of an obvious suspect prompts local police chief Geraldine Scott to join forces with renowned detective Benoit Blanc to unravel a mystery that defies all logic.",30.6809,/qCOGGi8JBVEZMc3DVby8rUivyXz.jpg,"[{'id': 37871, 'logo_path': '/aUOo1S2AabqQnRrXK6XuObWPDyK.png', 'name': 'T-Street', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2025-11-26,4000000,145,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,He works in mysterious ways.,Wake Up Dead Man: A Knives Out Mystery,False,7.219,1919
False,/jHDczXDoze03wW8tiextMCk5REA.jpg,,5000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",,1313003,tt32478708,"['IT', 'RS']",it,Muori di lei,"Luca is a forty-year-old teacher experiencing a relationship crisis with his wife, Sara, who is much wealthier than him. During the lockdown, Luca finds himself a bystander in the life of his new neighbor, Amanda, and decides to bridge the distance between them, with disastrous consequences.",27.5747,/zRsQgmJRCCHXAm1Ls5Q72ziVYBh.jpg,"[{'id': 233031, 'logo_path': None, 'name': 'Nightswim SRL', 'origin_country': ''}, {'id': 6246, 'logo_path': '/7X6pfxldTiOD7MLo2EQqUQlmOUw.png', 'name': 'Medusa Film', 'origin_country': 'IT'}, {'id': 1653, 'logo_path': '/hIioJF6KiyuntnFjxYD9cubiTcT.png', 'name': 'Film House Baš Čelik', 'origin_country': 'RS'}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'RS', 'name': 'Serbia'}]",2025-03-20,490149,103,"[{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Close To Me,False,5.681,47
False,/5hcouxgjYMIdH3e113LOLK3eD6D.jpg,"{'id': 680723, 'name': 'The Fruit is Ripe Series', 'poster_path': '/vP6QEHbKpl4IRvtmFZdEJxVjcak.jpg', 'backdrop_path': '/dRbKPalZnixqJCq6F33TRLBrOK8.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,79871,tt0107565,['HK'],cn,蜜桃成熟時,"What was supposed to be summer school in England becomes an adventurous exotic and romantic journey for a beautiful teenage girl. [from the Tai Seng Catalog] A nice story of a free-sprited (or, depending on your viewpoint, prick-teasing) young woman on a short journey of discovery.",28.0101,/vM4Tb2Wxk2X0Sgfy1wAS9bzSZsa.jpg,"[{'id': 11109, 'logo_path': None, 'name': 'Ko Chi Sum Films Company Limited', 'origin_country': ''}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",1993-04-17,1575158,77,"[{'english_name': 'Cantonese', 'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Crazy Love,False,6.3,41
