adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,/ufqytAlziHq5pljKByGJ8IKhtEZ.jpg,"{'id': 382685, 'name': 'Now You See Me Collection', 'poster_path': '/n2B51uCX5r960pFbEl9jMbTMuvq.jpg', 'backdrop_path': '/scBzORmLqP00h8hPKS19TLtyRQm.jpg'}",90000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",https://nowyouseeme.movie,425274,tt4712810,['US'],en,Now You See Me: Now You Don't,"The original Four Horsemen reunite with a new generation of illusionists to take on powerful diamond heiress Veronika Vanderberg, who leads a criminal empire built on money laundering and trafficking. The new and old magicians must overcome their differences to work together on their most ambitious heist yet.",80.8943,/oD3Eey4e4Z259XLm3eD3WGcoJAh.jpg,"[{'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 281285, 'logo_path': None, 'name': 'Cohen Pictures', 'origin_country': 'US'}, {'id': 221429, 'logo_path': '/7xNNmHcuDy0tOqZmsUMnZ6HcZ6E.png', 'name': 'Media Capital Technologies', 'origin_country': 'US'}, {'id': 491, 'logo_path': '/5LvDUt3KmvRnXQ4NrdWJYHeuA8J.png', 'name': 'Summit Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2025-11-12,239845830,113,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Unlock the illusion.,Now You See Me: Now You Don't,False,6.55,970
False,/wCwZ4ljSsWyZyTiyk1tGQtBHTDx.jpg,,65000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",https://baahubali.com/,1511417,tt37893389,['IN'],te,Baahubali: The Epic,"When a mysterious child is found by a tribal couple near a roaring waterfall, they raise him as their own. As he grows, Sivudu is drawn to the world beyond the cliffs, where he discovers the ancient kingdom of Mahishmati, ruled by a cruel tyrant, haunted by rebellion, and bound to his past. What begins as a quest for love soon unravels a legacy of betrayal, sacrifice, and a forgotten prince.",74.3052,/z9YIo2qscyaXYgRqIdRJtND3bw8.jpg,"[{'id': 57946, 'logo_path': '/oBMVxYVfjmirgN7tpz4CaSSTnNj.png', 'name': 'Arka Media Works', 'origin_country': 'IN'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2025-10-29,3500000,224,"[{'english_name': 'Telugu', 'iso_639_1': 'te', 'name': 'తెలుగు'}]",Released,Remastered & Re-Cut of Baahubali: The Beginning (2015) & Baahubali 2: The Conclusion (2017) into One Film,Bāhubali: The Epic,False,6.1,26
False,/oIJjO1CvEdTMFNkWfHaV0RB584G.jpg,,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,628847,tt10799690,"['US', 'GB']",en,Trap House,"An undercover DEA agent and his partner embark on a game of cat and mouse with an audacious, and surprising group of thieves - their own rebellious teenagers, who have begun robbing from a dangerous cartel, using their parents' tactics and top-secret intel to do it.",74.6943,/6tpAPeuuqbVnYWWPoOLEDLSBU7a.jpg,"[{'id': 7355, 'logo_path': '/pDZk88zHVAHfYKJm7hmm8LZMIJz.png', 'name': 'Creativity Media', 'origin_country': 'GB'}, {'id': 114874, 'logo_path': '/lfk5FKLlTBaWqYHLeJs7J9atmNr.png', 'name': 'Signature Entertainment', 'origin_country': 'US'}, {'id': 178359, 'logo_path': '/8Vir3jz2OMrcLFdcpRAg6LQixJp.png', 'name': '828 Productions', 'origin_country': 'US'}, {'id': 179831, 'logo_path': '/9yUvtr26VMnSRJnePouXgOLFV7K.png', 'name': 'Capstone Studios', 'origin_country': 'US'}, {'id': 183234, 'logo_path': None, 'name': 'Dogbone Entertainment', 'origin_country': 'US'}, {'id': 189103, 'logo_path': '/hu0qcD4k7kfWpdAewqmJSUyZPa7.png', 'name': 'Ashland Hill Media Finance', 'origin_country': 'US'}, {'id': 206783, 'logo_path': '/mVo5Ir4gatRa1U94v4p9Mr15OPJ.png', 'name': 'Signature Films', 'origin_country': 'US'}, {'id': 221347, 'logo_path': '/6Ry6uNBaa0IbbSs1XYIgX5DkA9r.png', 'name': 'Scott Free Productions', 'origin_country': 'US'}, {'id': 225044, 'logo_path': None, 'name': 'Koala', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2025-11-14,0,102,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",Released,This isn't a raid. It's a reckoning.,Trap House,False,6.63,188
False,/mHC8tSRYfAKGh2jaSNQMSzGdbOW.jpg,,60000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",https://www.amazon.com/salp/mercy?hhf=,1236153,tt31050594,['US'],en,Mercy,"In the near future, a detective stands on trial accused of murdering his wife. He has ninety minutes to prove his innocence to the advanced AI Judge he once championed, before it determines his fate.",70.9271,/1LzdlxK9ctsnx7nXoGF1ImHKddl.jpg,"[{'id': 507, 'logo_path': '/aRmHe6GWxYMRCQljF75rn2B9Gv8.png', 'name': 'Atlas Entertainment', 'origin_country': 'US'}, {'id': 210099, 'logo_path': '/g5oRCNCi8kNVb8gEoSoIcqkhjmR.png', 'name': 'Amazon MGM Studios', 'origin_country': 'US'}, {'id': 109501, 'logo_path': '/4dtmZKPLHzIALpGbdeSNX6Rw1p3.png', 'name': 'Bazelevs', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2026-01-19,22700000,100,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Prove your innocence to an AI judge or face execution.,Mercy,False,6.9,72
False,/si68lkhkMfIospVeLEBtl7HWKDh.jpg,,175000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",https://www.onebattleafteranothermovie.com,1054867,tt30144839,['US'],en,One Battle After Another,"Washed-up revolutionary Bob exists in a state of stoned paranoia, surviving off-grid with his spirited, self-reliant daughter, Willa. When his evil nemesis resurfaces after 16 years and she goes missing, the former radical scrambles to find her, father and daughter both battling the consequences of his past.",70.6801,/m1jFoahEbeQXtx4zArT2FKdbNIj.jpg,"[{'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 178, 'logo_path': None, 'name': 'Ghoulardi Film Company', 'origin_country': 'US'}, {'id': 216687, 'logo_path': '/kKVYqekveOvLK1IgqdJojLjQvtu.png', 'name': 'Domain Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2025-09-23,206311045,162,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Some search for battle, others are born into it...",One Battle After Another,False,7.421,2614
False,/2OHa6ukEq3Hce7Pc2kvu8wkmMFY.jpg,"{'id': 52785, 'name': 'xXx Collection', 'poster_path': '/s13xGJSH3eEWPjSjDvI1iCqkwVg.jpg', 'backdrop_path': '/jSfCi0onZRDxbeg2dPJgB5iAoxX.jpg'}",70000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",http://www.sonypictures.com/movies/xxx/,7451,tt0295701,['US'],en,xXx,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",74.8319,/xeEw3eLeSFmJgXZzmF2Efww0q3s.jpg,"[{'id': 497, 'logo_path': '/wmxHM7w6JxbPwaopC6Sl4QSG2uH.png', 'name': 'Revolution Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-08-09,277448382,124,"[{'english_name': 'Czech', 'iso_639_1': 'cs', 'name': 'Český'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,A new breed of secret agent.,xXx,False,6.0,4759
False,/sW0X1265yuRHUorLKCrJDv9TJD7.jpg,,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,1491902,tt29538620,['TH'],th,ปัง,"Follows a ruthless hitman who, after narrowly escaping a fatal attempt on his life, betrays his gang in an effort to find forgiveness but ends up becoming a target himself.",66.0039,/8SUzKOqe2ectvhYdSnR7Vq2F3n1.jpg,"[{'id': 264113, 'logo_path': None, 'name': '+Sixty Six', 'origin_country': ''}, {'id': 72408, 'logo_path': None, 'name': 'Kaos Entertainment', 'origin_country': ''}]","[{'iso_3166_1': 'TH', 'name': 'Thailand'}]",2025-07-11,0,0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Thai', 'iso_639_1': 'th', 'name': 'ภาษาไทย'}]",Released,"Once a killer, now the mark.",Bang,False,6.6,60
False,/dT1p0K1szMAUBuE2bibouDQdNb8.jpg,"{'id': 1565, 'name': '28 Days/Weeks/Years Later Collection', 'poster_path': '/2DMKMinwjGb45rC2nA4nr1JsT37.jpg', 'backdrop_path': '/liImaqVpPGo3ddLWkJPeJxvaqCI.jpg'}",63000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",https://28yearslater.movie,1272837,tt32141377,['GB'],en,28 Years Later: The Bone Temple,Dr. Kelson finds himself in a shocking new relationship - with consequences that could change the world as they know it - and Spike's encounter with Jimmy Crystal becomes a nightmare he can't escape.,67.2374,/kK1BGkG3KAvWB0WMV1DfOx9yTMZ.jpg,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 22213, 'logo_path': '/qx9K6bFWJupwde0xQDwOvXkOaL8.png', 'name': 'TSG Entertainment', 'origin_country': 'US'}, {'id': 284, 'logo_path': '/6a26if3IKy7mlrQuGHHVp6ufQtF.png', 'name': 'DNA Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2026-01-14,46200000,109,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Fear is the new faith.,28 Years Later: The Bone Temple,False,7.2,260
False,/9BBTo63ANSmhC4e6r62OJFuK2GL.jpg,"{'id': 86311, 'name': 'The Avengers Collection', 'poster_path': '/yFSIUVTCvgYrpalUktulvk3Gi5Y.jpg', 'backdrop_path': '/2UNUv4NJdC36E5myDHACBJ99EwL.jpg'}",220000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",https://www.marvel.com/movies/the-avengers,24428,tt0848228,['US'],en,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",66.2639,/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,"[{'id': 420, 'logo_path': '/hUzeosd33nzE5MCNsZxCGEKTXaQ.png', 'name': 'Marvel Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-04-25,1518815515,143,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Hindi', 'iso_639_1': 'hi', 'name': 'हिन्दी'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Some assembly required.,The Avengers,False,7.922,35461
False,/8vLt9TYFZdAwYtqImvggTM5yFnF.jpg,,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",https://www.netflix.com/title/81579978,982843,tt29927663,['KR'],ko,대홍수,"When a raging flood traps a researcher and her young son, a call to a crucial mission puts their escape — and the future of humanity — on the line.",59.1111,/1tUOZQDgZaGqZtrB21MieiXARL2.jpg,"[{'id': 220638, 'logo_path': None, 'name': 'Hwansang Studio Seoul', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2025-09-18,0,107,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,The last day on earth. The one choice for survival.,The Great Flood,False,5.992,533
False,/54BOXpX2ieTXMDzHymdDMnUIzYG.jpg,"{'id': 1240438, 'name': ""Five Nights at Freddy's Collection"", 'poster_path': '/mziuu7XpcnsOb6eRvHDi666U6Nc.jpg', 'backdrop_path': '/537TH9PnmUk5X0FZaRP0wH1PJqV.jpg'}",36000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",https://www.fivenightsatfreddys.movie,1228246,tt30274401,['US'],en,Five Nights at Freddy's 2,"One year since the supernatural nightmare at Freddy Fazbear's Pizza, the stories about what transpired there have been twisted into a campy local legend, inspiring the town's first ever Fazfest. With the truth kept from her, Abby sneaks out to reconnect with Freddy, Bonnie, Chica, and Foxy, setting into motion a terrifying series of events that will reveal dark secrets about the real origin of Freddy's, and unleash a decades-hidden horror.",64.1619,/udAxQEORq2I5wxI97N2TEqdhzBE.jpg,"[{'id': 3172, 'logo_path': '/rzKluDcRkIwHZK2pHsiT667A2Kw.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}, {'id': 211144, 'logo_path': None, 'name': 'Scott Cawthon Productions', 'origin_country': 'US'}, {'id': 116736, 'logo_path': '/5qSrmPricJH5TKXvfRSmUc7o1wP.png', 'name': 'Mind Hive Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2025-12-03,236746717,104,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,You there?,Five Nights at Freddy's 2,False,6.7,671
False,/d10VuEOMroY7ngQi2FUhJH72k0e.jpg,,60900000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",https://www.thedavidmovie.com/,1167307,tt15678738,"['ZA', 'US', 'GB']",en,David,"From the songs of his mother’s heart to the whispers of a faithful God, David’s story begins in quiet devotion. When the giant Goliath rises to terrorize a nation, a young shepherd armed with only a sling, a few stones, and unshakable faith steps forward. Pursued by power and driven by purpose, his journey tests the limits of loyalty, love, and courage—culminating in a battle not just for a crown, but for the soul of a kingdom.",95.0521,/7lFG1WrCwAxBfyGK8ahlBVzXno7.jpg,"[{'id': 30216, 'logo_path': '/AwgLu0qw2UifWdDYExBNlZXWwx.png', 'name': 'Sunrise Productions', 'origin_country': 'ZA'}, {'id': 206626, 'logo_path': None, 'name': 'Slingshot USA', 'origin_country': ''}, {'id': 165435, 'logo_path': '/pDh2WDdOajWST9jlkFo6TOvETnB.png', 'name': 'Angel Studios', 'origin_country': 'US'}, {'id': 223271, 'logo_path': '/2Rc6Dvg3tpIfDzgQE6ycWxNj0kT.png', 'name': '2521 Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'ZA', 'name': 'South Africa'}]",2025-12-14,77770275,109,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A giant musical event.,David,False,8.063,32
False,/zWe8ynGlGH3KP896jHCemxnOvCo.jpg,"{'id': 64748, 'name': 'Silent Hill Collection', 'poster_path': '/A9uzYRu74D33lvLoTbeTxEmk09Z.jpg', 'backdrop_path': '/jWF319ozJUsXY6x8y4XghLoX8cD.jpg'}",23000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",https://returntosilenthillmovie.com,680493,tt22868010,"['GB', 'US']",en,Return to Silent Hill,"When James receives a mysterious letter from his lost love Mary, he is drawn to Silent Hill—a once-familiar town now consumed by darkness. As he searches for her, James faces monstrous creatures and unravels a terrifying truth that will push him to the edge of his sanity.",56.8589,/fqAGFN2K2kDL0EHxvJaXzaMUkkt.jpg,"[{'id': 55914, 'logo_path': '/fLZm5yRhOmaYb82wvCMOPiClMMB.png', 'name': 'Konami', 'origin_country': 'JP'}, {'id': 342, 'logo_path': '/kZ99mxyNvNgyAFjm7rcl9vfYmU8.png', 'name': 'Davis Films', 'origin_country': 'FR'}, {'id': 189103, 'logo_path': '/hu0qcD4k7kfWpdAewqmJSUyZPa7.png', 'name': 'Ashland Hill Media Finance', 'origin_country': 'US'}, {'id': 239077, 'logo_path': None, 'name': 'Supernix', 'origin_country': 'DE'}, {'id': 178277, 'logo_path': None, 'name': 'WIP', 'origin_country': ''}, {'id': 215964, 'logo_path': '/hgueKTQkSwc6r7rNfMaC155E1bl.png', 'name': 'Richmond Pictures', 'origin_country': 'GB'}, {'id': 9987, 'logo_path': '/o5OTKAw7Acl5fTZYPyl8M8D9570.png', 'name': 'Lipsync Productions', 'origin_country': 'GB'}, {'id': 67260, 'logo_path': '/oV2FZfhRcEc1HReC66e1L4t2qPV.png', 'name': 'Electric Shadow Company', 'origin_country': 'GB'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2026-01-21,19300000,106,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Polish', 'iso_639_1': 'pl', 'name': 'Polski'}]",Released,Guilt is a place you can never leave.,Return to Silent Hill,False,5.3,55
False,/9pdoEzieGdUTlRWTAO7QP8q1tIo.jpg,,9500000,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,1137179,tt35851026,['KR'],ko,야당,"Navigating both the criminal underworld and law enforcement agencies, professional snitches called ""yadang"" provide covert information about the drug world to prosecutors and police. When a drug bust at a party attended by high-profile second-generation VIPs entangles those involved into a dangerous conspiracy, a seasoned yadang must do everything in his power not just to make it out on top, but alive.",53.1045,/y7dsDbG8zVWkrkyOhA6ckZXX1uC.jpg,"[{'id': 108532, 'logo_path': '/lHzoqEuTPHwKSFiBx9skKpp9vCc.png', 'name': 'Hive Media Corp', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2025-04-16,24508523,123,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,Blowing the nation's  drug scene wide open.,Yadang: The Snitch,False,6.9,34
False,/ncI1PlBcANixIkgQSnjsSRz4OyT.jpg,"{'id': 1570181, 'name': 'Muzzle Collection', 'poster_path': '/iU124bwXVhS5MmN1rTt0qgLIACM.jpg', 'backdrop_path': None}",0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",https://muzzle.movie,1439112,tt32395062,['US'],en,Muzzle: City of Wolves,"LAPD officer Jake Rosser endeavors to lead a peaceful life with his family and retired K-9 officer, Socks. However, tranquility dissolves into chaos when a gang targets them in a brutal attack. Alongside his new K-9 partner Argos, Jake launches into a relentless pursuit of justice, determined to protect his loved ones.",52.9988,/8qTMRmC07XCGidnKQFLbRM3FoDU.jpg,"[{'id': 76991, 'logo_path': '/pQjdvbv4y9yuIDSHDEHc9ijJKaS.png', 'name': 'Highland Film Group', 'origin_country': 'US'}, {'id': 187281, 'logo_path': None, 'name': 'Slow Burn', 'origin_country': 'US'}, {'id': 174474, 'logo_path': None, 'name': 'Broken Open Pictures', 'origin_country': 'US'}, {'id': 148930, 'logo_path': '/5vQU9dfSiYNQyTuciY8T3tUfI4a.png', 'name': 'Bonfire Legend', 'origin_country': 'US'}, {'id': 215935, 'logo_path': '/pYh0UKZbx8WGKLDZuBkq7WwvGSH.png', 'name': 'Gramercy Park Media', 'origin_country': 'US'}, {'id': 19330, 'logo_path': None, 'name': 'Mannequin Films', 'origin_country': ''}, {'id': 233099, 'logo_path': None, 'name': 'Peachtree Media Partners', 'origin_country': 'US'}, {'id': 274685, 'logo_path': None, 'name': 'Vacancy Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2025-11-13,0,93,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Revenge has a new breed.,Muzzle: City of Wolves,False,6.752,101
False,/w3Bi0wygeFQctn6AqFTwhGNXRwL.jpg,,100000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]",https://www.netflix.com/title/81498621,803796,tt14205554,['US'],en,KPop Demon Hunters,"When K-pop superstars Rumi, Mira and Zoey aren't selling out stadiums, they're using their secret powers to protect their fans from supernatural threats.",60.3098,/zT7Lhw3BhJbMkRqm9Zlx2YGMsY0.jpg,"[{'id': 2251, 'logo_path': '/5ilV5mH3gxTEU7p5wjxptHvXkyr.png', 'name': 'Sony Pictures Animation', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2025-06-20,24690793,96,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,They sing. They dance. They battle demons.,KPop Demon Hunters,False,8.11,2290
False,/3kps0wiGFMRVkSXxbebbAUeWrN3.jpg,"{'id': 822306, 'name': 'Miraculous World', 'poster_path': '/jaQiXB7ZCiW8zUCnuZ7sf73yX4Z.jpg', 'backdrop_path': '/fL266xNoCgTa4rGHzfRdLHpQnJ1.jpg'}",0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}]",,1147411,tt39012071,['FR'],fr,"Miraculous World : Tokyo, Stellar Force","Kagami drags Marinette to Tokyo to help the Stellars defeat a new supervillain, but Marinette soon realizes her friend has another, untold reason for this trip to Japan.",60.0664,/vFaopnGXRXxRf4z2Z3IgA1QtOyV.jpg,"[{'id': 79650, 'logo_path': '/bUAfLFkb0xhmY5UsO7cWvo8Pt6A.png', 'name': 'ZAG Entertainment', 'origin_country': 'FR'}, {'id': 264597, 'logo_path': '/wvpnyG7qnLJ5YPsGU6DKXyLhH0M.png', 'name': 'Miraculous Corp.', 'origin_country': 'FR'}, {'id': 107583, 'logo_path': '/14asAv6f73J1V4smKEC6aiG8ihI.png', 'name': 'Bobbypills', 'origin_country': 'FR'}, {'id': 177151, 'logo_path': '/gdVHMadtSbEBVCivdnY2eS05g4W.png', 'name': 'La Chouette Compagnie', 'origin_country': 'FR'}, {'id': 279782, 'logo_path': None, 'name': 'Stim Studio', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2025-12-07,0,51,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,"Miraculous World: Tokyo, Stellar Force",False,9.0,8
False,/tL9IWUQ14XTQf7FWIkH9ArabJJo.jpg,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}, {'id': 878, 'name': 'Science Fiction'}]",https://www.netflix.com/title/81756595,1575337,tt38872297,['JP'],ja,超かぐや姫！,"Iroha's life gets knocked off its orbit when Kaguya, a carefree runaway from the Moon, moves in and convinces her to perform in a virtual world together.",54.977,/9I9cM38gecZcwJ0C6r0cwfvtPJP.jpg,"[{'id': 20556, 'logo_path': '/ykMSMe47GblevqgtJhMk3dJ7i7S.png', 'name': 'Studio Colorido', 'origin_country': 'JP'}, {'id': 279500, 'logo_path': '/mK0EbOcgfuouus2oKiX66EZ51H8.png', 'name': 'Studio Chromato', 'origin_country': 'JP'}, {'id': 120469, 'logo_path': '/bm5DrqAdNW3dlHsCTUntcmGkLhV.png', 'name': 'Twin Engine', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2026-01-22,0,141,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Cosmic Princess Kaguya!,False,8.4,16
False,/9cd1zsxcOAcBW01WDOWz8EODTS0.jpg,,35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",https://www.20thcenturystudios.com/movies/ella-mccay,1206008,tt30096221,['US'],en,Ella McCay,"An idealistic young politician juggles familial issues and a challenging work life while preparing to take over the job of her mentor, the state’s longtime incumbent governor.",70.7747,/iQCtK477yqp6xnHHrQG2P0lXoow.jpg,"[{'id': 127928, 'logo_path': '/h0rjX5vjW5r8yEnUBStFarjcLT4.png', 'name': '20th Century Studios', 'origin_country': 'US'}, {'id': 18, 'logo_path': '/uqhagSwM7NAkQWVCQhKTyoqF8XH.png', 'name': 'Gracie Films', 'origin_country': 'US'}, {'id': 22213, 'logo_path': '/qx9K6bFWJupwde0xQDwOvXkOaL8.png', 'name': 'TSG Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2025-12-11,4546837,115,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"A story about the people you love, and how to survive them.",Ella McCay,False,5.387,31
False,/pUNfHmVqfwRdILhCkU8TdysVOXo.jpg,"{'id': 63043, 'name': 'TRON Collection', 'poster_path': '/l0iZbJXY8MPLSqibet4M2rzrBw4.jpg', 'backdrop_path': '/4INQEOQ96EvYmANsCZaad9VvRWW.jpg'}",220000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",https://movies.disney.com/tron-ares,533533,tt6604188,['US'],en,TRON: Ares,"A highly sophisticated Program called Ares is sent from the digital world into the real world on a dangerous mission, marking humankind's first encounter with A.I. beings.",51.75,/chpWmskl3aKm1aTZqUHRCtviwPy.jpg,"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 23791, 'logo_path': None, 'name': 'Sean Bailey Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2025-10-08,142249983,119,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,No going back.,TRON: Ares,False,6.518,1103
